#city               x               y
           0    0.482205    0.876058
           1   -0.127518   -0.991836
           2   -0.488159    0.872755
           3    -0.98968    0.143298
           4   -0.899859   -0.436181
           5   -0.278816   -0.960344
           6    0.857503    0.514478
           7   -0.556778   -0.830661
           8    0.828785   -0.559567
           9    -0.69137    0.722501
          10    0.517489    -0.85569
          11    0.162934   -0.986637
          12    0.991194    0.132421
          13    0.490951    0.871187
          14   -0.898197   -0.439593
          15   -0.182645    0.983179
          16   -0.958776   -0.284163
          17    0.994097    0.108496
          18   -0.866511   -0.499159
          19    0.918643    0.395088
          20    0.029236   -0.999573
          21    0.105631    0.994405
          22     0.34881    0.937194
          23   -0.999094   0.0425475
          24   0.0379884   -0.999278
          25   -0.991421    0.130705
          26    -0.99935   0.0360596
          27  -0.0495759     0.99877
          28    0.067379    0.997727
          29    -0.98434    0.176281
          30   -0.861008   -0.508592
          31   -0.742544   -0.669797
          32   -0.874885    -0.48433
          33    0.864069    0.503373
          34    0.539752    0.841824
          35    0.909755   -0.415145
          36   0.0254542   -0.999676
          37   -0.999932  -0.0116726
          38    0.988382    0.151989
          39    -0.39134   -0.920246
          40   -0.681568    0.731755
          41   -0.577805   -0.816175
          42     0.22518    0.974317
          43   -0.434967   -0.900446
          44     0.81556    0.578672
          45    0.724827    0.688931
          46   -0.425001   -0.905193
          47   -0.884443   -0.466647
          48    0.535853   -0.844312
          49    0.945553    0.325467
          50   -0.957635    0.287984
          51   0.0988856   -0.995099
          52      0.9826   -0.185733
          53    0.149543    0.988755
          54    0.999427  -0.0338572
          55    0.872819   -0.488043
          56    0.929488   -0.368852
          57    0.387238    -0.92198
          58    0.993652    0.112497
          59    0.666931     0.74512
          60    0.944074    0.329734
          61   -0.227804   -0.973707
          62    0.763349    0.645987
          63    0.995839  -0.0911354
          64   -0.805389    0.592747
          65   -0.142465      0.9898
          66 -0.00857774    0.999963
          67   -0.971408   -0.237416
          68   -0.200895    0.979613
          69   -0.993273    0.115793
          70    0.999316   0.0369696
          71    0.219871    0.975529
          72    0.993711    0.111976
          73    0.753196    0.657796
          74   -0.953885   -0.300172
          75   -0.056694    0.998392
          76    0.635114    0.772419
          77    0.817287    -0.57623
          78    0.657094    0.753808
          79   0.0653234    0.997864
          80    0.491101   -0.871103
          81 -0.00772616    -0.99997
          82   -0.641712   -0.766946
          83    0.301728    0.953394
          84    0.540604    0.841277
          85   -0.454373   -0.890812
          86    0.919697    0.392628
          87   -0.808691    0.588234
          88   -0.464363    0.885645
          89    0.996383  -0.0849741
          90   -0.552845    0.833284
          91   -0.922399    0.386238
          92    0.983789    0.179328
          93    0.566061   -0.824364
          94   -0.986208   -0.165512
          95   -0.888071   -0.459706
          96    0.606456   -0.795117
          97   -0.299036   -0.954242
          98    0.577871   -0.816128
          99   -0.187039    0.982352
         100    0.921547   -0.388267
         101    0.954453   -0.298362
         102    0.891613   -0.452799
         103    0.737188   -0.675687
         104   -0.251244    0.967924
         105    0.199246    -0.97995
         106     0.99755   0.0699634
         107    0.482999   -0.875621
         108    0.642978   -0.765885
         109  -0.0714986   -0.997441
