#city               x               y
           0    0.482205    0.876058
           1   -0.127518   -0.991836
           2   -0.488159    0.872755
           3    -0.98968    0.143298
           4   -0.899859   -0.436181
           5   -0.278816   -0.960344
           6    0.857503    0.514478
           7   -0.556778   -0.830661
           8    0.828785   -0.559567
           9    -0.69137    0.722501
          10    0.517489    -0.85569
          11    0.162934   -0.986637
          12    0.991194    0.132421
          13    0.490951    0.871187
          14   -0.898197   -0.439593
          15   -0.182645    0.983179
          16   -0.958776   -0.284163
          17    0.994097    0.108496
          18   -0.866511   -0.499159
          19    0.918643    0.395088
          20    0.029236   -0.999573
          21    0.105631    0.994405
          22     0.34881    0.937194
          23   -0.999094   0.0425475
          24   0.0379884   -0.999278
          25   -0.991421    0.130705
          26    -0.99935   0.0360596
          27  -0.0495759     0.99877
          28    0.067379    0.997727
          29    -0.98434    0.176281
          30   -0.861008   -0.508592
          31   -0.742544   -0.669797
          32   -0.874885    -0.48433
          33    0.864069    0.503373
